Subject Label,Subject URI,Predicate Label,Predicate URI,Predicate Symmetry,Object Label,Object URI,Context
 Ning A.,http://lab3sdm/Ning A.,writes,writes,Assymetric,Distributed electric propulsion effects on traditional aircraft through multidisciplinary optimization,http://lab3sdm/Distributed electric propulsion effects on traditional aircraft through multidisciplinary optimization,
Leete K.M.,http://lab3sdm/Leete K.M.,writes,writes,Assymetric,Dependence of high-performance military aircraft noise on frequency and engine power,http://lab3sdm/Dependence of high-performance military aircraft noise on frequency and engine power,
 Wall A.T.,http://lab3sdm/Wall A.T.,writes,writes,Assymetric,Dependence of high-performance military aircraft noise on frequency and engine power,http://lab3sdm/Dependence of high-performance military aircraft noise on frequency and engine power,
 Gee K.L.,http://lab3sdm/Gee K.L.,writes,writes,Assymetric,Dependence of high-performance military aircraft noise on frequency and engine power,http://lab3sdm/Dependence of high-performance military aircraft noise on frequency and engine power,
 Neilsen T.B.,http://lab3sdm/Neilsen T.B.,writes,writes,Assymetric,Dependence of high-performance military aircraft noise on frequency and engine power,http://lab3sdm/Dependence of high-performance military aircraft noise on frequency and engine power,
 James M.M.,http://lab3sdm/James M.M.,writes,writes,Assymetric,Dependence of high-performance military aircraft noise on frequency and engine power,http://lab3sdm/Dependence of high-performance military aircraft noise on frequency and engine power,
 Micah Downing J.,http://lab3sdm/Micah Downing J.,writes,writes,Assymetric,Dependence of high-performance military aircraft noise on frequency and engine power,http://lab3sdm/Dependence of high-performance military aircraft noise on frequency and engine power,
Neilsen T.B.,http://lab3sdm/Neilsen T.B.,writes,writes,Assymetric,Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft,http://lab3sdm/Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft,
 Vaugh A.B.,http://lab3sdm/Vaugh A.B.,writes,writes,Assymetric,Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft,http://lab3sdm/Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft,
 Gee K.L.,http://lab3sdm/Gee K.L.,writes,writes,Assymetric,Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft,http://lab3sdm/Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft,
 Hales Swift S.,http://lab3sdm/Hales Swift S.,writes,writes,Assymetric,Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft,http://lab3sdm/Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft,
 Wall A.T.,http://lab3sdm/Wall A.T.,writes,writes,Assymetric,Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft,http://lab3sdm/Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft,
 Micah Downing J.,http://lab3sdm/Micah Downing J.,writes,writes,Assymetric,Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft,http://lab3sdm/Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft,
 James M.M.,http://lab3sdm/James M.M.,writes,writes,Assymetric,Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft,http://lab3sdm/Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft,
Reichman B.,http://lab3sdm/Reichman B.,writes,writes,Assymetric,Comparison of noise from high-performance military aircraft for ground run-up and flyover operations,http://lab3sdm/Comparison of noise from high-performance military aircraft for ground run-up and flyover operations,
 Gee K.L.,http://lab3sdm/Gee K.L.,writes,writes,Assymetric,Comparison of noise from high-performance military aircraft for ground run-up and flyover operations,http://lab3sdm/Comparison of noise from high-performance military aircraft for ground run-up and flyover operations,
 Neilsen T.B.,http://lab3sdm/Neilsen T.B.,writes,writes,Assymetric,Comparison of noise from high-performance military aircraft for ground run-up and flyover operations,http://lab3sdm/Comparison of noise from high-performance military aircraft for ground run-up and flyover operations,
 Swift S.H.,http://lab3sdm/Swift S.H.,writes,writes,Assymetric,Comparison of noise from high-performance military aircraft for ground run-up and flyover operations,http://lab3sdm/Comparison of noise from high-performance military aircraft for ground run-up and flyover operations,
 Wall A.T.,http://lab3sdm/Wall A.T.,writes,writes,Assymetric,Comparison of noise from high-performance military aircraft for ground run-up and flyover operations,http://lab3sdm/Comparison of noise from high-performance military aircraft for ground run-up and flyover operations,
 Downing J.M.,http://lab3sdm/Downing J.M.,writes,writes,Assymetric,Comparison of noise from high-performance military aircraft for ground run-up and flyover operations,http://lab3sdm/Comparison of noise from high-performance military aircraft for ground run-up and flyover operations,
 James M.M.,http://lab3sdm/James M.M.,writes,writes,Assymetric,Comparison of noise from high-performance military aircraft for ground run-up and flyover operations,http://lab3sdm/Comparison of noise from high-performance military aircraft for ground run-up and flyover operations,
Swift S.H.,http://lab3sdm/Swift S.H.,writes,writes,Assymetric,Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft,http://lab3sdm/Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft,
 Gee K.L.,http://lab3sdm/Gee K.L.,writes,writes,Assymetric,Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft,http://lab3sdm/Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft,
 Neilsen T.B.,http://lab3sdm/Neilsen T.B.,writes,writes,Assymetric,Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft,http://lab3sdm/Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft,
 Wall A.T.,http://lab3sdm/Wall A.T.,writes,writes,Assymetric,Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft,http://lab3sdm/Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft,
 Downing J.M.,http://lab3sdm/Downing J.M.,writes,writes,Assymetric,Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft,http://lab3sdm/Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft,
 James M.M.,http://lab3sdm/James M.M.,writes,writes,Assymetric,Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft,http://lab3sdm/Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft,
Gee K.L.,http://lab3sdm/Gee K.L.,writes,writes,Assymetric,Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,http://lab3sdm/Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,
 Akamine M.,http://lab3sdm/Akamine M.,writes,writes,Assymetric,Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,http://lab3sdm/Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,
 Okamoto K.,http://lab3sdm/Okamoto K.,writes,writes,Assymetric,Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,http://lab3sdm/Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,
 Neilsen T.B.,http://lab3sdm/Neilsen T.B.,writes,writes,Assymetric,Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,http://lab3sdm/Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,
 Cook M.R.,http://lab3sdm/Cook M.R.,writes,writes,Assymetric,Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,http://lab3sdm/Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,
 Tsutsumi S.,http://lab3sdm/Tsutsumi S.,writes,writes,Assymetric,Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,http://lab3sdm/Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,
 Teramoto S.,http://lab3sdm/Teramoto S.,writes,writes,Assymetric,Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,http://lab3sdm/Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,
 Okunuki T.,http://lab3sdm/Okunuki T.,writes,writes,Assymetric,Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,http://lab3sdm/Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,
Harker B.M.,http://lab3sdm/Harker B.M.,writes,writes,Assymetric,Beamforming-based wavepacket model for noise environment predictions of tactical aircraft,http://lab3sdm/Beamforming-based wavepacket model for noise environment predictions of tactical aircraft,
 Gee K.L.,http://lab3sdm/Gee K.L.,writes,writes,Assymetric,Beamforming-based wavepacket model for noise environment predictions of tactical aircraft,http://lab3sdm/Beamforming-based wavepacket model for noise environment predictions of tactical aircraft,
 Neilsen T.B.,http://lab3sdm/Neilsen T.B.,writes,writes,Assymetric,Beamforming-based wavepacket model for noise environment predictions of tactical aircraft,http://lab3sdm/Beamforming-based wavepacket model for noise environment predictions of tactical aircraft,
 Wall A.T.,http://lab3sdm/Wall A.T.,writes,writes,Assymetric,Beamforming-based wavepacket model for noise environment predictions of tactical aircraft,http://lab3sdm/Beamforming-based wavepacket model for noise environment predictions of tactical aircraft,
 James M.M.,http://lab3sdm/James M.M.,writes,writes,Assymetric,Beamforming-based wavepacket model for noise environment predictions of tactical aircraft,http://lab3sdm/Beamforming-based wavepacket model for noise environment predictions of tactical aircraft,
Neilsen T.B.,http://lab3sdm/Neilsen T.B.,writes,writes,Assymetric,Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise,http://lab3sdm/Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise,
 Vaughn A.B.,http://lab3sdm/Vaughn A.B.,writes,writes,Assymetric,Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise,http://lab3sdm/Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise,
 Gee K.L.,http://lab3sdm/Gee K.L.,writes,writes,Assymetric,Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise,http://lab3sdm/Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise,
 Akamine M.,http://lab3sdm/Akamine M.,writes,writes,Assymetric,Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise,http://lab3sdm/Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise,
 Okamoto K.,http://lab3sdm/Okamoto K.,writes,writes,Assymetric,Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise,http://lab3sdm/Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise,
 Teramoto S.,http://lab3sdm/Teramoto S.,writes,writes,Assymetric,Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise,http://lab3sdm/Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise,
